stationid,toxbatch,matrix,treatment,concentration,concentrationunits,timepoint,parameter,qualifier,result,resultunits,labrep,lab,sampletypecode,dilution,comments,FID
B18-10772,ECO009,Overlaying Water,None,-88,Not Recorded,0,Salinity,None,26,g/L,0,EcoAnalysts Inc,Grab,-88,,190
0000,eert180720,Reference Toxicant,None,0,mg/L,4,Total Ammonia,<,0.4,mg/L,0,City of San Diego,RFNH3,-88,,191
B18-10772,ECO009,Overlaying Water,None,-88,Not Recorded,1,Salinity,None,26,g/L,0,EcoAnalysts Inc,Grab,-88,,192
0000,eert180720,Reference Toxicant,None,16,mg/L,4,Total Ammonia,None,14.4,mg/L,0,City of San Diego,RFNH3,-88,,193
B18-10772,ECO009,Overlaying Water,None,-88,Not Recorded,2,Salinity,None,26,g/L,0,EcoAnalysts Inc,Grab,-88,,194
0000,eert180720,Reference Toxicant,None,31,mg/L,4,Total Ammonia,None,27.2,mg/L,0,City of San Diego,RFNH3,-88,,195
B18-10772,ECO009,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,14.3,C,0,EcoAnalysts Inc,Grab,-88,,196
B18-10772,ECO009,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,14.5,C,0,EcoAnalysts Inc,Grab,-88,,197
B18-10772,ECO009,Overlaying Water,None,-88,Not Recorded,2,Temperature,None,14.8,C,0,EcoAnalysts Inc,Grab,-88,,198
B18-10772,ECO009,Overlaying Water,None,-88,Not Recorded,0,Total Ammonia,None,5.28,mg/L,0,EcoAnalysts Inc,Grab,-88,,199
B18-10772,ECO009,Overlaying Water,None,-88,Not Recorded,2,Total Ammonia,None,4.64,mg/L,0,EcoAnalysts Inc,Grab,-88,,200
B18-10772,ECO009,Overlaying Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0.141,mg/L,0,EcoAnalysts Inc,Grab,-88,,201
B18-10772,ECO009,Overlaying Water,None,-88,Not Recorded,2,Unionized Ammonia,None,0.161,mg/L,0,EcoAnalysts Inc,Grab,-88,,202
0000,ECO010,Overlaying Water,None,0,mg/L,0,Dissolved Oxygen,None,7.8,mg/L,0,EcoAnalysts Inc,RFNH3,-88,,203
0000,ECO010,Overlaying Water,None,2,mg/L,0,Dissolved Oxygen,None,7.9,mg/L,0,EcoAnalysts Inc,RFNH3,-88,,204
0000,ECO010,Overlaying Water,None,0,mg/L,0,Temperature,None,15.6,C,0,EcoAnalysts Inc,RFNH3,-88,,205
0000,ECO010,Overlaying Water,None,2,mg/L,0,Temperature,None,15.6,C,0,EcoAnalysts Inc,RFNH3,-88,,206
0000,eert180731,Reference Toxicant,None,125,mg/L,2,Temperature,None,15,C,0,City of San Diego,RFNH3,-88,,207
0000,eert180720,Reference Toxicant,None,16,mg/L,2,pH,None,8.12,pH,0,City of San Diego,RFNH3,-88,,208
0000,eert180731,Reference Toxicant,None,250,mg/L,2,Temperature,None,15.1,C,0,City of San Diego,RFNH3,-88,,209
0000,eert180731,Reference Toxicant,None,0,mg/L,4,Temperature,None,15.2,C,0,City of San Diego,RFNH3,-88,,210
0000,eert180731,Reference Toxicant,None,16,mg/L,4,Temperature,None,15.1,C,0,City of San Diego,RFNH3,-88,,211
0000,eert180731,Reference Toxicant,None,31,mg/L,4,Temperature,None,15,C,0,City of San Diego,RFNH3,-88,,212
0000,eert180731,Reference Toxicant,None,62,mg/L,4,Temperature,None,15,C,0,City of San Diego,RFNH3,-88,,213
0000,eert180731,Reference Toxicant,None,125,mg/L,4,Temperature,None,15,C,0,City of San Diego,RFNH3,-88,,214
0000,eert180731,Reference Toxicant,None,250,mg/L,4,Temperature,None,15.1,C,0,City of San Diego,RFNH3,-88,,215
0000,eert180731,Reference Toxicant,None,0,mg/L,0,Total Ammonia,<,0.4,mg/L,0,City of San Diego,RFNH3,-88,,216
0000,eert180731,Reference Toxicant,None,16,mg/L,0,Total Ammonia,None,13.2,mg/L,0,City of San Diego,RFNH3,-88,,217
0000,eert180731,Reference Toxicant,None,31,mg/L,0,Total Ammonia,None,27.5,mg/L,0,City of San Diego,RFNH3,-88,,218
0000,eert180731,Reference Toxicant,None,62,mg/L,0,Total Ammonia,None,53.8,mg/L,0,City of San Diego,RFNH3,-88,,219
0000,eert180731,Reference Toxicant,None,125,mg/L,0,Total Ammonia,None,110.8,mg/L,0,City of San Diego,RFNH3,-88,,220
0000,eert180731,Reference Toxicant,None,250,mg/L,0,Total Ammonia,None,218.4,mg/L,0,City of San Diego,RFNH3,-88,,221
0000,eert180731,Reference Toxicant,None,0,mg/L,4,Total Ammonia,<,0.4,mg/L,0,City of San Diego,RFNH3,-88,,222
0000,eert180731,Reference Toxicant,None,16,mg/L,4,Total Ammonia,None,12,mg/L,0,City of San Diego,RFNH3,-88,,223
0000,eert180731,Reference Toxicant,None,31,mg/L,4,Total Ammonia,None,24.7,mg/L,0,City of San Diego,RFNH3,-88,,224
0000,eert180731,Reference Toxicant,None,62,mg/L,4,Total Ammonia,None,49.4,mg/L,0,City of San Diego,RFNH3,-88,,225
0000,eert180731,Reference Toxicant,None,125,mg/L,4,Total Ammonia,None,101.6,mg/L,0,City of San Diego,RFNH3,-88,,226
0000,eert180731,Reference Toxicant,None,250,mg/L,4,Total Ammonia,None,193.6,mg/L,0,City of San Diego,RFNH3,-88,,227
0000,eert180731,Reference Toxicant,None,0,mg/L,0,Unionized Ammonia,None,0.019,mg/L,0,City of San Diego,RFNH3,-88,,228
0000,eert180731,Reference Toxicant,None,16,mg/L,0,Unionized Ammonia,None,0.525,mg/L,0,City of San Diego,RFNH3,-88,,229
0000,eert180731,Reference Toxicant,None,31,mg/L,0,Unionized Ammonia,None,1.134,mg/L,0,City of San Diego,RFNH3,-88,,230
0000,eert180731,Reference Toxicant,None,62,mg/L,0,Unionized Ammonia,None,1.663,mg/L,0,City of San Diego,RFNH3,-88,,231
0000,eert180731,Reference Toxicant,None,125,mg/L,0,Unionized Ammonia,None,2.502,mg/L,0,City of San Diego,RFNH3,-88,,232
0000,eert180731,Reference Toxicant,None,250,mg/L,0,Unionized Ammonia,None,3.284,mg/L,0,City of San Diego,RFNH3,-88,,233
0000,eert180731,Reference Toxicant,None,0,mg/L,4,Unionized Ammonia,None,0.012,mg/L,0,City of San Diego,RFNH3,-88,,234
0000,eert180731,Reference Toxicant,None,16,mg/L,4,Unionized Ammonia,None,0.34,mg/L,0,City of San Diego,RFNH3,-88,,235
0000,eert180731,Reference Toxicant,None,31,mg/L,4,Unionized Ammonia,None,0.694,mg/L,0,City of San Diego,RFNH3,-88,,236
0000,eert180731,Reference Toxicant,None,62,mg/L,4,Unionized Ammonia,None,1.241,mg/L,0,City of San Diego,RFNH3,-88,,237
0000,eert180731,Reference Toxicant,None,125,mg/L,4,Unionized Ammonia,None,2.18,mg/L,0,City of San Diego,RFNH3,-88,,238
0000,eert180731,Reference Toxicant,None,250,mg/L,4,Unionized Ammonia,None,3.12,mg/L,0,City of San Diego,RFNH3,-88,,239
0000,eert180807,Reference Toxicant,None,0,mg/L,0,Dissolved Oxygen,None,7.3,mg/L,0,City of San Diego,RFNH3,-88,,240
0000,eert180807,Reference Toxicant,None,16,mg/L,0,Dissolved Oxygen,None,7.6,mg/L,0,City of San Diego,RFNH3,-88,,241
0000,eert180807,Reference Toxicant,None,31,mg/L,0,Dissolved Oxygen,None,7.6,mg/L,0,City of San Diego,RFNH3,-88,,242
0000,eert180807,Reference Toxicant,None,62,mg/L,0,Dissolved Oxygen,None,7.7,mg/L,0,City of San Diego,RFNH3,-88,,243
0000,eert180807,Reference Toxicant,None,125,mg/L,0,Dissolved Oxygen,None,7.7,mg/L,0,City of San Diego,RFNH3,-88,,244
0000,eert180807,Reference Toxicant,None,250,mg/L,0,Salinity,None,32.8,g/L,0,City of San Diego,RFNH3,-88,,245
0000,eert180807,Reference Toxicant,None,0,mg/L,2,Salinity,None,31.8,g/L,0,City of San Diego,RFNH3,-88,,246
0000,eert180807,Reference Toxicant,None,16,mg/L,2,Salinity,None,31.8,g/L,0,City of San Diego,RFNH3,-88,,247
0000,eert180807,Reference Toxicant,None,31,mg/L,2,Salinity,None,32,g/L,0,City of San Diego,RFNH3,-88,,248
0000,eert180807,Reference Toxicant,None,62,mg/L,2,Salinity,None,32.1,g/L,0,City of San Diego,RFNH3,-88,,249
0000,eert180807,Reference Toxicant,None,125,mg/L,2,Salinity,None,32.4,g/L,0,City of San Diego,RFNH3,-88,,250
0000,eert180807,Reference Toxicant,None,250,mg/L,2,Salinity,None,32.6,g/L,0,City of San Diego,RFNH3,-88,,251
0000,eert180807,Reference Toxicant,None,0,mg/L,4,Salinity,None,31.7,g/L,0,City of San Diego,RFNH3,-88,,252
0000,eert180807,Reference Toxicant,None,16,mg/L,4,Salinity,None,31.7,g/L,0,City of San Diego,RFNH3,-88,,253
0000,eert180807,Reference Toxicant,None,31,mg/L,4,Salinity,None,31.9,g/L,0,City of San Diego,RFNH3,-88,,254
0000,eert180807,Reference Toxicant,None,62,mg/L,4,Salinity,None,32.1,g/L,0,City of San Diego,RFNH3,-88,,255
0000,eert180807,Reference Toxicant,None,125,mg/L,4,Salinity,None,32.4,g/L,0,City of San Diego,RFNH3,-88,,256
0000,eert180807,Reference Toxicant,None,250,mg/L,4,Salinity,None,32.6,g/L,0,City of San Diego,RFNH3,-88,,257
0000,eert180720,Reference Toxicant,None,62,mg/L,4,Total Ammonia,None,55,mg/L,0,City of San Diego,RFNH3,-88,,258
0000,eert180720,Reference Toxicant,None,31,mg/L,2,pH,None,8.06,pH,0,City of San Diego,RFNH3,-88,,259
0000,ECO010,Overlaying Water,None,10,mg/L,1,Temperature,None,15.2,C,0,EcoAnalysts Inc,RFNH3,-88,,260
0000,ECO010,Overlaying Water,None,20,mg/L,1,Temperature,None,15.2,C,0,EcoAnalysts Inc,RFNH3,-88,,261
0000,ECO010,Overlaying Water,None,0,mg/L,2,Temperature,None,15.9,C,0,EcoAnalysts Inc,RFNH3,-88,,262
0000,ECO010,Overlaying Water,None,2,mg/L,2,Salinity,None,31,g/L,0,EcoAnalysts Inc,RFNH3,-88,,263
0000,ECO010,Overlaying Water,None,4,mg/L,2,Salinity,None,32,g/L,0,EcoAnalysts Inc,RFNH3,-88,,264
0000,ECO010,Overlaying Water,None,2,mg/L,2,pH,None,7.9,pH,0,EcoAnalysts Inc,RFNH3,-88,,265
0000,ECO010,Overlaying Water,None,4,mg/L,2,pH,None,7.9,pH,0,EcoAnalysts Inc,RFNH3,-88,,266
0000,ECO010,Overlaying Water,None,2,mg/L,2,Total Ammonia,NM,-88,mg/L,0,EcoAnalysts Inc,RFNH3,-88,Final Ammonia not measured,267
0000,ECO010,Overlaying Water,None,4,mg/L,2,Total Ammonia,NM,-88,mg/L,0,EcoAnalysts Inc,RFNH3,-88,Final Ammonia not measured,268
0000,ECO010,Overlaying Water,None,2,mg/L,2,Unionized Ammonia,NM,-88,mg/L,0,EcoAnalysts Inc,RFNH3,-88,Total value not measured; unable to be calculated,269
0000,ECO010,Overlaying Water,None,4,mg/L,2,Unionized Ammonia,NM,-88,mg/L,0,EcoAnalysts Inc,RFNH3,-88,Total value not measured; unable to be calculated,270
0000,ECO010,Overlaying Water,None,6,mg/L,2,Dissolved Oxygen,None,7.8,mg/L,0,EcoAnalysts Inc,RFNH3,-88,,271
0000,ECO010,Overlaying Water,None,8,mg/L,2,Dissolved Oxygen,None,8,mg/L,0,EcoAnalysts Inc,RFNH3,-88,,272
0000,ECO010,Overlaying Water,None,2,mg/L,2,Temperature,None,15.5,C,0,EcoAnalysts Inc,RFNH3,-88,,273
0000,ECO010,Overlaying Water,None,4,mg/L,2,Temperature,None,15.3,C,0,EcoAnalysts Inc,RFNH3,-88,,274
0000,ECO010,Overlaying Water,None,6,mg/L,2,Temperature,None,15.4,C,0,EcoAnalysts Inc,RFNH3,-88,,275
0000,ECO010,Overlaying Water,None,6,mg/L,2,Salinity,None,32,g/L,0,EcoAnalysts Inc,RFNH3,-88,,276
0000,ECO010,Overlaying Water,None,8,mg/L,2,Salinity,None,31,g/L,0,EcoAnalysts Inc,RFNH3,-88,,277
0000,ECO010,Overlaying Water,None,6,mg/L,2,pH,None,7.9,pH,0,EcoAnalysts Inc,RFNH3,-88,,278
0000,ECO010,Overlaying Water,None,8,mg/L,2,pH,None,7.9,pH,0,EcoAnalysts Inc,RFNH3,-88,,279
0000,ECO010,Overlaying Water,None,6,mg/L,2,Total Ammonia,NM,-88,mg/L,0,EcoAnalysts Inc,RFNH3,-88,Final Ammonia not measured,280
0000,ECO010,Overlaying Water,None,8,mg/L,2,Total Ammonia,NM,-88,mg/L,0,EcoAnalysts Inc,RFNH3,-88,Final Ammonia not measured,281
0000,ECO010,Overlaying Water,None,6,mg/L,2,Unionized Ammonia,NM,-88,mg/L,0,EcoAnalysts Inc,RFNH3,-88,Total value not measured; unable to be calculated,282
0000,ECO010,Overlaying Water,None,8,mg/L,2,Unionized Ammonia,NM,-88,mg/L,0,EcoAnalysts Inc,RFNH3,-88,Total value not measured; unable to be calculated,283
0000,ECO010,Overlaying Water,None,10,mg/L,2,Dissolved Oxygen,None,8.1,mg/L,0,EcoAnalysts Inc,RFNH3,-88,,284
0000,ECO010,Overlaying Water,None,20,mg/L,2,Dissolved Oxygen,None,8.1,mg/L,0,EcoAnalysts Inc,RFNH3,-88,,285
0000,ECO010,Overlaying Water,None,8,mg/L,2,Temperature,None,15.6,C,0,EcoAnalysts Inc,RFNH3,-88,,286
0000,ECO010,Overlaying Water,None,10,mg/L,2,Temperature,None,15.4,C,0,EcoAnalysts Inc,RFNH3,-88,,287
0000,ECO010,Overlaying Water,None,20,mg/L,2,Temperature,None,15.3,C,0,EcoAnalysts Inc,RFNH3,-88,,288
0000,ECO010,Overlaying Water,None,10,mg/L,2,Salinity,None,31,g/L,0,EcoAnalysts Inc,RFNH3,-88,,289
0000,ECO010,Overlaying Water,None,20,mg/L,2,Salinity,None,32,g/L,0,EcoAnalysts Inc,RFNH3,-88,,290
0000,ECO010,Overlaying Water,None,10,mg/L,2,pH,None,7.9,pH,0,EcoAnalysts Inc,RFNH3,-88,,291
0000,ECO010,Overlaying Water,None,20,mg/L,2,pH,None,7.9,pH,0,EcoAnalysts Inc,RFNH3,-88,,292
0000,ECO010,Overlaying Water,None,10,mg/L,2,Total Ammonia,NM,-88,mg/L,0,EcoAnalysts Inc,RFNH3,-88,Final Ammonia not measured,293
0000,ECO010,Overlaying Water,None,20,mg/L,2,Total Ammonia,NM,-88,mg/L,0,EcoAnalysts Inc,RFNH3,-88,Final Ammonia not measured,294
0000,ECO010,Overlaying Water,None,10,mg/L,2,Unionized Ammonia,NM,-88,mg/L,0,EcoAnalysts Inc,RFNH3,-88,Total value not measured; unable to be calculated,295
0000,ECO010,Overlaying Water,None,20,mg/L,2,Unionized Ammonia,NM,-88,mg/L,0,EcoAnalysts Inc,RFNH3,-88,Total value not measured; unable to be calculated,296
0000,eert180713,Reference Toxicant,None,125,mg/L,0,pH,None,7.9,pH,0,City of San Diego,RFNH3,-88,,297
0000,eert180713,Reference Toxicant,None,250,mg/L,0,pH,None,7.74,pH,0,City of San Diego,RFNH3,-88,,298
0000,eert180713,Reference Toxicant,None,0,mg/L,2,pH,None,8.2,pH,0,City of San Diego,RFNH3,-88,,299
0000,eert180713,Reference Toxicant,None,16,mg/L,2,pH,None,8.12,pH,0,City of San Diego,RFNH3,-88,,300
0000,eert180713,Reference Toxicant,None,31,mg/L,2,pH,None,8.1,pH,0,City of San Diego,RFNH3,-88,,301
0000,eert180713,Reference Toxicant,None,62,mg/L,2,pH,None,8.03,pH,0,City of San Diego,RFNH3,-88,,302
0000,eert180713,Reference Toxicant,None,125,mg/L,2,pH,None,7.94,pH,0,City of San Diego,RFNH3,-88,,303
0000,eert180713,Reference Toxicant,None,250,mg/L,2,pH,None,7.74,pH,0,City of San Diego,RFNH3,-88,,304
0000,eert180713,Reference Toxicant,None,0,mg/L,4,pH,None,8.1,pH,0,City of San Diego,RFNH3,-88,,305
0000,eert180713,Reference Toxicant,None,16,mg/L,4,pH,None,8.05,pH,0,City of San Diego,RFNH3,-88,,306
0000,eert180713,Reference Toxicant,None,31,mg/L,4,pH,None,8.06,pH,0,City of San Diego,RFNH3,-88,,307
0000,eert180713,Reference Toxicant,None,62,mg/L,4,pH,None,8.02,pH,0,City of San Diego,RFNH3,-88,,308
0000,eert180713,Reference Toxicant,None,125,mg/L,4,pH,None,7.95,pH,0,City of San Diego,RFNH3,-88,,309
0000,eert180720,Reference Toxicant,None,62,mg/L,2,pH,None,8,pH,0,City of San Diego,RFNH3,-88,,310
0000,eert180720,Reference Toxicant,None,125,mg/L,2,pH,None,7.93,pH,0,City of San Diego,RFNH3,-88,,311
0000,eert180720,Reference Toxicant,None,250,mg/L,2,pH,None,7.85,pH,0,City of San Diego,RFNH3,-88,,312
0000,eert180720,Reference Toxicant,None,0,mg/L,4,pH,None,8.08,pH,0,City of San Diego,RFNH3,-88,,313
0000,eert180720,Reference Toxicant,None,16,mg/L,4,pH,None,8.07,pH,0,City of San Diego,RFNH3,-88,,314
0000,eert180720,Reference Toxicant,None,31,mg/L,4,pH,None,8.06,pH,0,City of San Diego,RFNH3,-88,,315
0000,eert180720,Reference Toxicant,None,62,mg/L,4,pH,None,8.02,pH,0,City of San Diego,RFNH3,-88,,316
0000,eert180720,Reference Toxicant,None,125,mg/L,4,pH,None,7.95,pH,0,City of San Diego,RFNH3,-88,,317
0000,eert180720,Reference Toxicant,None,250,mg/L,4,pH,None,7.83,pH,0,City of San Diego,RFNH3,-88,,318
0000,eert180720,Reference Toxicant,None,0,mg/L,0,Salinity,None,31.9,g/L,0,City of San Diego,RFNH3,-88,,319
0000,eert180720,Reference Toxicant,None,16,mg/L,0,Salinity,None,32,g/L,0,City of San Diego,RFNH3,-88,,320
0000,eert180720,Reference Toxicant,None,31,mg/L,0,Salinity,None,32.1,g/L,0,City of San Diego,RFNH3,-88,,321
0000,eert180720,Reference Toxicant,None,62,mg/L,0,Salinity,None,32.3,g/L,0,City of San Diego,RFNH3,-88,,322
0000,eert180720,Reference Toxicant,None,125,mg/L,0,Salinity,None,32.5,g/L,0,City of San Diego,RFNH3,-88,,323
0000,eert180720,Reference Toxicant,None,250,mg/L,0,Salinity,None,32.9,g/L,0,City of San Diego,RFNH3,-88,,324
0000,eert180720,Reference Toxicant,None,0,mg/L,2,Salinity,None,32,g/L,0,City of San Diego,RFNH3,-88,,325
0000,eert180720,Reference Toxicant,None,16,mg/L,2,Salinity,None,32,g/L,0,City of San Diego,RFNH3,-88,,326
0000,eert180720,Reference Toxicant,None,31,mg/L,2,Salinity,None,32.1,g/L,0,City of San Diego,RFNH3,-88,,327
0000,eert180720,Reference Toxicant,None,62,mg/L,2,Salinity,None,32.3,g/L,0,City of San Diego,RFNH3,-88,,328
0000,eert180720,Reference Toxicant,None,125,mg/L,2,Salinity,None,32.6,g/L,0,City of San Diego,RFNH3,-88,,329
0000,eert180720,Reference Toxicant,None,250,mg/L,2,Salinity,None,32.8,g/L,0,City of San Diego,RFNH3,-88,,330
0000,eert180720,Reference Toxicant,None,0,mg/L,4,Salinity,None,31.6,g/L,0,City of San Diego,RFNH3,-88,,331
0000,eert180720,Reference Toxicant,None,16,mg/L,4,Salinity,None,31.9,g/L,0,City of San Diego,RFNH3,-88,,332
0000,eert180720,Reference Toxicant,None,31,mg/L,4,Salinity,None,32,g/L,0,City of San Diego,RFNH3,-88,,333
0000,eert180720,Reference Toxicant,None,62,mg/L,4,Salinity,None,32,g/L,0,City of San Diego,RFNH3,-88,,334
0000,eert180720,Reference Toxicant,None,125,mg/L,4,Salinity,None,32.2,g/L,0,City of San Diego,RFNH3,-88,,335
0000,eert180720,Reference Toxicant,None,250,mg/L,4,Salinity,None,32.8,g/L,0,City of San Diego,RFNH3,-88,,336
0000,eert180720,Reference Toxicant,None,0,mg/L,0,Temperature,None,15.9,C,0,City of San Diego,RFNH3,-88,,337
0000,eert180720,Reference Toxicant,None,16,mg/L,0,Temperature,None,15.8,C,0,City of San Diego,RFNH3,-88,,338
0000,eert180720,Reference Toxicant,None,31,mg/L,0,Temperature,None,15.8,C,0,City of San Diego,RFNH3,-88,,339
0000,eert180720,Reference Toxicant,None,62,mg/L,0,Temperature,None,15.8,C,0,City of San Diego,RFNH3,-88,,340
0000,eert180720,Reference Toxicant,None,125,mg/L,0,Temperature,None,15.8,C,0,City of San Diego,RFNH3,-88,,341
0000,eert180720,Reference Toxicant,None,250,mg/L,0,Temperature,None,15.9,C,0,City of San Diego,RFNH3,-88,,342
0000,eert180720,Reference Toxicant,None,0,mg/L,2,Temperature,None,15.4,C,0,City of San Diego,RFNH3,-88,,343
0000,eert180720,Reference Toxicant,None,16,mg/L,2,Temperature,None,15.5,C,0,City of San Diego,RFNH3,-88,,344
0000,eert180720,Reference Toxicant,None,31,mg/L,2,Temperature,None,15.4,C,0,City of San Diego,RFNH3,-88,,345
0000,eert180720,Reference Toxicant,None,62,mg/L,2,Temperature,None,15.4,C,0,City of San Diego,RFNH3,-88,,346
0000,eert180720,Reference Toxicant,None,125,mg/L,2,Temperature,None,15.3,C,0,City of San Diego,RFNH3,-88,,347
0000,eert180720,Reference Toxicant,None,250,mg/L,2,Temperature,None,15.5,C,0,City of San Diego,RFNH3,-88,,348
0000,eert180720,Reference Toxicant,None,0,mg/L,4,Temperature,None,15.1,C,0,City of San Diego,RFNH3,-88,,349
0000,eert180720,Reference Toxicant,None,16,mg/L,4,Temperature,None,15,C,0,City of San Diego,RFNH3,-88,,350
0000,eert180720,Reference Toxicant,None,31,mg/L,4,Temperature,None,15,C,0,City of San Diego,RFNH3,-88,,351
0000,eert180720,Reference Toxicant,None,62,mg/L,4,Temperature,None,15.1,C,0,City of San Diego,RFNH3,-88,,352
0000,eert180720,Reference Toxicant,None,125,mg/L,4,Temperature,None,15,C,0,City of San Diego,RFNH3,-88,,353
0000,eert180720,Reference Toxicant,None,250,mg/L,4,Temperature,None,15.1,C,0,City of San Diego,RFNH3,-88,,354
0000,eert180720,Reference Toxicant,None,0,mg/L,0,Total Ammonia,<,0.4,mg/L,0,City of San Diego,RFNH3,-88,,355
0000,eert180720,Reference Toxicant,None,16,mg/L,0,Total Ammonia,None,14.6,mg/L,0,City of San Diego,RFNH3,-88,,356
0000,eert180720,Reference Toxicant,None,31,mg/L,0,Total Ammonia,None,27.9,mg/L,0,City of San Diego,RFNH3,-88,,357
0000,eert180720,Reference Toxicant,None,125,mg/L,4,Total Ammonia,None,112.4,mg/L,0,City of San Diego,RFNH3,-88,,358
0000,eert180720,Reference Toxicant,None,250,mg/L,4,Total Ammonia,None,229.6,mg/L,0,City of San Diego,RFNH3,-88,,359
0000,eert180720,Reference Toxicant,None,0,mg/L,0,Unionized Ammonia,None,0.016,mg/L,0,City of San Diego,RFNH3,-88,,360
0000,eert180720,Reference Toxicant,None,16,mg/L,0,Unionized Ammonia,None,0.497,mg/L,0,City of San Diego,RFNH3,-88,,361
0000,eert180720,Reference Toxicant,None,31,mg/L,0,Unionized Ammonia,None,0.849,mg/L,0,City of San Diego,RFNH3,-88,,362
0000,eert180720,Reference Toxicant,None,62,mg/L,0,Unionized Ammonia,None,1.382,mg/L,0,City of San Diego,RFNH3,-88,,363
0000,eert180720,Reference Toxicant,None,125,mg/L,0,Unionized Ammonia,None,2.259,mg/L,0,City of San Diego,RFNH3,-88,,364
0000,eert180720,Reference Toxicant,None,250,mg/L,0,Unionized Ammonia,None,3.065,mg/L,0,City of San Diego,RFNH3,-88,,365
0000,eert180720,Reference Toxicant,None,0,mg/L,4,Unionized Ammonia,None,0.011,mg/L,0,City of San Diego,RFNH3,-88,,366
0000,eert180720,Reference Toxicant,None,16,mg/L,4,Unionized Ammonia,None,0.37,mg/L,0,City of San Diego,RFNH3,-88,,367
0000,eert180720,Reference Toxicant,None,31,mg/L,4,Unionized Ammonia,None,0.683,mg/L,0,City of San Diego,RFNH3,-88,,368
0000,eert180731,Reference Toxicant,None,31,mg/L,4,pH,None,8.11,pH,0,City of San Diego,RFNH3,-88,,369
0000,eert180731,Reference Toxicant,None,62,mg/L,4,pH,None,8.06,pH,0,City of San Diego,RFNH3,-88,,370
0000,eert180731,Reference Toxicant,None,125,mg/L,4,pH,None,7.99,pH,0,City of San Diego,RFNH3,-88,,371
0000,eert180731,Reference Toxicant,None,250,mg/L,4,pH,None,7.86,pH,0,City of San Diego,RFNH3,-88,,372
0000,eert180731,Reference Toxicant,None,0,mg/L,0,Salinity,None,31.8,g/L,0,City of San Diego,RFNH3,-88,,373
0000,eert180731,Reference Toxicant,None,16,mg/L,0,Salinity,None,32,g/L,0,City of San Diego,RFNH3,-88,,374
0000,eert180731,Reference Toxicant,None,31,mg/L,0,Salinity,None,32.1,g/L,0,City of San Diego,RFNH3,-88,,375
0000,eert180731,Reference Toxicant,None,62,mg/L,0,Salinity,None,32.1,g/L,0,City of San Diego,RFNH3,-88,,376
0000,eert180731,Reference Toxicant,None,125,mg/L,0,Salinity,None,32.4,g/L,0,City of San Diego,RFNH3,-88,,377
0000,eert180731,Reference Toxicant,None,250,mg/L,0,Salinity,None,32.9,g/L,0,City of San Diego,RFNH3,-88,,378
0000,eert180731,Reference Toxicant,None,0,mg/L,2,Salinity,None,31.6,g/L,0,City of San Diego,RFNH3,-88,,379
0000,eert180731,Reference Toxicant,None,16,mg/L,2,Salinity,None,31.8,g/L,0,City of San Diego,RFNH3,-88,,380
0000,eert180731,Reference Toxicant,None,31,mg/L,2,Salinity,None,31.9,g/L,0,City of San Diego,RFNH3,-88,,381
0000,eert180731,Reference Toxicant,None,62,mg/L,2,Salinity,None,32,g/L,0,City of San Diego,RFNH3,-88,,382
0000,eert180731,Reference Toxicant,None,125,mg/L,2,Salinity,None,32.2,g/L,0,City of San Diego,RFNH3,-88,,383
0000,eert180731,Reference Toxicant,None,250,mg/L,2,Salinity,None,32.7,g/L,0,City of San Diego,RFNH3,-88,,384
0000,eert180731,Reference Toxicant,None,0,mg/L,4,Salinity,None,31.4,g/L,0,City of San Diego,RFNH3,-88,,385
0000,eert180731,Reference Toxicant,None,16,mg/L,4,Salinity,None,31.6,g/L,0,City of San Diego,RFNH3,-88,,386
0000,eert180731,Reference Toxicant,None,31,mg/L,4,Salinity,None,31.7,g/L,0,City of San Diego,RFNH3,-88,,387
0000,eert180731,Reference Toxicant,None,62,mg/L,4,Salinity,None,32,g/L,0,City of San Diego,RFNH3,-88,,388
0000,eert180731,Reference Toxicant,None,125,mg/L,4,Salinity,None,32.2,g/L,0,City of San Diego,RFNH3,-88,,389
0000,eert180731,Reference Toxicant,None,250,mg/L,4,Salinity,None,32.7,g/L,0,City of San Diego,RFNH3,-88,,390
0000,eert180731,Reference Toxicant,None,0,mg/L,0,Temperature,None,15.8,C,0,City of San Diego,RFNH3,-88,,391
